SourceName,DestinationName,TransactionType,Amount,TransactionId
KFC Bank,MAC Bank, Debit,100,55701
MAC Bank,KFC Bank, Debit,110,55702
XYZ Bank,MAC Bank, Credit,50,55703
MAC Bank,ABC Bank, Debit,1520,55704
XYZ Bank,ABC Bank, Credit,100,55705
ABC Bank,XYZ Bank, Credit,110,55706
KFC Bank,MAC Bank, Debit,100,55707
MAC Bank,KFC Bank, Debit,110,55708
XYZ Bank,MAC Bank, Credit,50,55709
MAC Bank,ABC Bank, Debit,1520,55710
XYZ Bank,ABC Bank, Credit,100,55711
ABC Bank,XYZ Bank, Credit,110,55712
KFC Bank,MAC Bank, Debit,100,55713
MAC Bank,KFC Bank, Debit,110,55714
XYZ Bank,MAC Bank, Credit,50,55715
MAC Bank,ABC Bank, Debit,1520,55716
XYZ Bank,ABC Bank, Credit,100,55717
ABC Bank,XYZ Bank, Credit,110,55718
KFC Bank,MAC Bank, Debit,100,55719
MAC Bank,KFC Bank, Debit,110,55720
XYZ Bank,MAC Bank, Credit,50,55721
MAC Bank,ABC Bank, Debit,1520,55722
XYZ Bank,ABC Bank, Credit,100,55723
ABC Bank,XYZ Bank, Credit,110,55724
KFC Bank,MAC Bank, Debit,100,55725
MAC Bank,KFC Bank, Debit,110,55726
XYZ Bank,MAC Bank, Credit,50,55727
MAC Bank,ABC Bank, Debit,1520,55728
XYZ Bank,ABC Bank, Credit,100,55729
ABC Bank,XYZ Bank, Credit,110,55730
KFC Bank,MAC Bank, Debit,100,55731
MAC Bank,KFC Bank, Debit,110,55732
XYZ Bank,MAC Bank, Credit,50,55733
MAC Bank,ABC Bank, Debit,1520,55734
MAC Bank,KFC Bank, Debit,110,55735
XYZ Bank,MAC Bank, Credit,50,55736
MAC Bank,ABC Bank, Debit,1520,55737
XYZ Bank,ABC Bank, Credit,100,55738
ABC Bank,XYZ Bank, Credit,110,55739
KFC Bank,MAC Bank, Debit,100,55740
MAC Bank,KFC Bank, Debit,110,55741
XYZ Bank,MAC Bank, Credit,50,55742
MAC Bank,ABC Bank, Debit,1520,55743
XYZ Bank,ABC Bank, Credit,100,55744
ABC Bank,XYZ Bank, Credit,110,55745
KFC Bank,MAC Bank, Debit,100,55746
MAC Bank,KFC Bank, Debit,110,55747
XYZ Bank,MAC Bank, Credit,50,55748
MAC Bank,ABC Bank, Debit,1520,55749
XYZ Bank,ABC Bank, Credit,100,55750
ABC Bank,XYZ Bank, Credit,110,55751
KFC Bank,MAC Bank, Debit,100,55752
MAC Bank,KFC Bank, Debit,110,55753
XYZ Bank,MAC Bank, Credit,50,55754
MAC Bank,ABC Bank, Debit,1520,55755
XYZ Bank,ABC Bank, Credit,100,55756
ABC Bank,XYZ Bank, Credit,110,55757
KFC Bank,MAC Bank, Debit,100,55758
MAC Bank,KFC Bank, Debit,110,55759
XYZ Bank,MAC Bank, Credit,50,55760
MAC Bank,ABC Bank, Debit,1520,55761
XYZ Bank,ABC Bank, Credit,100,55762
ABC Bank,XYZ Bank, Credit,110,55763
KFC Bank,MAC Bank, Debit,100,55764
MAC Bank,KFC Bank, Debit,110,55765
XYZ Bank,MAC Bank, Credit,50,55766
MAC Bank,ABC Bank, Debit,1520,55767
XYZ Bank,ABC Bank, Credit,100,55768
ABC Bank,XYZ Bank, Credit,110,55769
KFC Bank,MAC Bank, Debit,100,55770
MAC Bank,KFC Bank, Debit,110,55771
XYZ Bank,MAC Bank, Credit,50,55772
MAC Bank,ABC Bank, Debit,1520,55773
XYZ Bank,ABC Bank, Credit,100,55774
ABC Bank,XYZ Bank, Credit,110,55775
KFC Bank,MAC Bank, Debit,100,55776
MAC Bank,KFC Bank, Debit,110,55777
XYZ Bank,MAC Bank, Credit,50,55778
MAC Bank,ABC Bank, Debit,1520,55779
XYZ Bank,ABC Bank, Credit,100,55780
ABC Bank,XYZ Bank, Credit,110,55781
KFC Bank,MAC Bank, Debit,100,55782
MAC Bank,KFC Bank, Debit,110,55783
XYZ Bank,MAC Bank, Credit,50,55784
MAC Bank,ABC Bank, Debit,1520,55785
XYZ Bank,ABC Bank, Credit,100,55786
ABC Bank,XYZ Bank, Credit,110,55787
KFC Bank,MAC Bank, Debit,100,55788
MAC Bank,KFC Bank, Debit,110,55789
XYZ Bank,MAC Bank, Credit,50,55790
MAC Bank,ABC Bank, Debit,1520,55791
XYZ Bank,ABC Bank, Credit,100,55792
ABC Bank,XYZ Bank, Credit,110,55793
KFC Bank,MAC Bank, Debit,100,55794
MAC Bank,KFC Bank, Debit,110,55795
XYZ Bank,MAC Bank, Credit,50,55796
MAC Bank,ABC Bank, Debit,1520,55797
XYZ Bank,ABC Bank, Credit,100,55798
ABC Bank,XYZ Bank, Credit,110,55799
KFC Bank,MAC Bank, Debit,100,55800
MAC Bank,KFC Bank, Debit,110,55801
XYZ Bank,MAC Bank, Credit,50,55802
MAC Bank,ABC Bank, Debit,1520,55803
XYZ Bank,ABC Bank, Credit,100,55804
ABC Bank,XYZ Bank, Credit,110,55805
KFC Bank,MAC Bank, Debit,100,55806
MAC Bank,KFC Bank, Debit,110,55807
XYZ Bank,MAC Bank, Credit,50,55808
MAC Bank,ABC Bank, Debit,1520,55809
XYZ Bank,ABC Bank, Credit,100,55810
ABC Bank,XYZ Bank, Credit,110,55811
KFC Bank,MAC Bank, Debit,100,55812
MAC Bank,KFC Bank, Debit,110,55813
XYZ Bank,MAC Bank, Credit,50,55814
MAC Bank,ABC Bank, Debit,1520,55815
XYZ Bank,ABC Bank, Credit,100,55816
ABC Bank,XYZ Bank, Credit,110,55817
KFC Bank,MAC Bank, Debit,100,55818
MAC Bank,KFC Bank, Debit,110,55819
XYZ Bank,MAC Bank, Credit,50,55820
MAC Bank,ABC Bank, Debit,1520,55821
XYZ Bank,ABC Bank, Credit,100,55822
ABC Bank,XYZ Bank, Credit,110,55823
KFC Bank,MAC Bank, Debit,100,55824
MAC Bank,KFC Bank, Debit,110,55825
XYZ Bank,MAC Bank, Credit,50,55826
MAC Bank,ABC Bank, Debit,1520,55827
XYZ Bank,ABC Bank, Credit,100,55828
ABC Bank,XYZ Bank, Credit,110,55829
KFC Bank,MAC Bank, Debit,100,55830
MAC Bank,KFC Bank, Debit,110,55831
XYZ Bank,MAC Bank, Credit,50,55832
MAC Bank,ABC Bank, Debit,1520,55833
MAC Bank,KFC Bank, Debit,110,55834
XYZ Bank,MAC Bank, Credit,50,55835
MAC Bank,ABC Bank, Debit,1520,55836
XYZ Bank,ABC Bank, Credit,100,55837
ABC Bank,XYZ Bank, Credit,110,55838
KFC Bank,MAC Bank, Debit,100,55839
MAC Bank,KFC Bank, Debit,110,55840
XYZ Bank,MAC Bank, Credit,50,55841
MAC Bank,ABC Bank, Debit,1520,55842
XYZ Bank,ABC Bank, Credit,100,55843
ABC Bank,XYZ Bank, Credit,110,55844
KFC Bank,MAC Bank, Debit,100,55845
MAC Bank,KFC Bank, Debit,110,55846
XYZ Bank,MAC Bank, Credit,50,55847
MAC Bank,ABC Bank, Debit,1520,55848
XYZ Bank,ABC Bank, Credit,100,55849
ABC Bank,XYZ Bank, Credit,110,55850
KFC Bank,MAC Bank, Debit,100,55851
MAC Bank,KFC Bank, Debit,110,55852
XYZ Bank,MAC Bank, Credit,50,55853
MAC Bank,ABC Bank, Debit,1520,55854
XYZ Bank,ABC Bank, Credit,100,55855
ABC Bank,XYZ Bank, Credit,110,55856
KFC Bank,MAC Bank, Debit,100,55857
MAC Bank,KFC Bank, Debit,110,55858
XYZ Bank,MAC Bank, Credit,50,55859
MAC Bank,ABC Bank, Debit,1520,55860
XYZ Bank,ABC Bank, Credit,100,55861
ABC Bank,XYZ Bank, Credit,110,55862
KFC Bank,MAC Bank, Debit,100,55863
MAC Bank,KFC Bank, Debit,110,55864
XYZ Bank,MAC Bank, Credit,50,55865
MAC Bank,ABC Bank, Debit,1520,55866
XYZ Bank,ABC Bank, Credit,100,55867
ABC Bank,XYZ Bank, Credit,110,55868
KFC Bank,MAC Bank, Debit,100,55869
MAC Bank,KFC Bank, Debit,110,55870
XYZ Bank,MAC Bank, Credit,50,55871
MAC Bank,ABC Bank, Debit,1520,55872
XYZ Bank,ABC Bank, Credit,100,55873
ABC Bank,XYZ Bank, Credit,110,55874
KFC Bank,MAC Bank, Debit,100,55875
MAC Bank,KFC Bank, Debit,110,55876
XYZ Bank,MAC Bank, Credit,50,55877
MAC Bank,ABC Bank, Debit,1520,55878
XYZ Bank,ABC Bank, Credit,100,55879
ABC Bank,XYZ Bank, Credit,110,55880
KFC Bank,MAC Bank, Debit,100,55881
MAC Bank,KFC Bank, Debit,110,55882
XYZ Bank,MAC Bank, Credit,50,55883
MAC Bank,ABC Bank, Debit,1520,55884
XYZ Bank,ABC Bank, Credit,100,55885
ABC Bank,XYZ Bank, Credit,110,55886
KFC Bank,MAC Bank, Debit,100,55887
MAC Bank,KFC Bank, Debit,110,55888
XYZ Bank,MAC Bank, Credit,50,55889
MAC Bank,ABC Bank, Debit,1520,55890
XYZ Bank,ABC Bank, Credit,100,55891
ABC Bank,XYZ Bank, Credit,110,55892
KFC Bank,MAC Bank, Debit,100,55893
MAC Bank,KFC Bank, Debit,110,55894
XYZ Bank,MAC Bank, Credit,50,55895
MAC Bank,ABC Bank, Debit,1520,55896
XYZ Bank,ABC Bank, Credit,100,55897
ABC Bank,XYZ Bank, Credit,110,55898
KFC Bank,MAC Bank, Debit,100,55899
MAC Bank,KFC Bank, Debit,110,55900
XYZ Bank,MAC Bank, Credit,50,55901
MAC Bank,ABC Bank, Debit,1520,55902
XYZ Bank,ABC Bank, Credit,100,55903
ABC Bank,XYZ Bank, Credit,110,55904
KFC Bank,MAC Bank, Debit,100,55905
MAC Bank,KFC Bank, Debit,110,55906
XYZ Bank,MAC Bank, Credit,50,55907
MAC Bank,ABC Bank, Debit,1520,55908
XYZ Bank,ABC Bank, Credit,100,55909
ABC Bank,XYZ Bank, Credit,110,55910
KFC Bank,MAC Bank, Debit,100,55911
MAC Bank,KFC Bank, Debit,110,55912
XYZ Bank,MAC Bank, Credit,50,55913
MAC Bank,ABC Bank, Debit,1520,55914
XYZ Bank,ABC Bank, Credit,100,55915
ABC Bank,XYZ Bank, Credit,110,55916
KFC Bank,MAC Bank, Debit,100,55917
MAC Bank,KFC Bank, Debit,110,55918
XYZ Bank,MAC Bank, Credit,50,55919
MAC Bank,ABC Bank, Debit,1520,55920
XYZ Bank,ABC Bank, Credit,100,55921
ABC Bank,XYZ Bank, Credit,110,55922
KFC Bank,MAC Bank, Debit,100,55923
MAC Bank,KFC Bank, Debit,110,55924
XYZ Bank,MAC Bank, Credit,50,55925
MAC Bank,ABC Bank, Debit,1520,55926
XYZ Bank,ABC Bank, Credit,100,55927
ABC Bank,XYZ Bank, Credit,110,55928
KFC Bank,MAC Bank, Debit,100,55929
MAC Bank,KFC Bank, Debit,110,55930
XYZ Bank,MAC Bank, Credit,50,55931
MAC Bank,ABC Bank, Debit,1520,55932
MAC Bank,KFC Bank, Debit,110,55933
XYZ Bank,MAC Bank, Credit,50,55934
MAC Bank,ABC Bank, Debit,1520,55935
XYZ Bank,ABC Bank, Credit,100,55936
ABC Bank,XYZ Bank, Credit,110,55937
KFC Bank,MAC Bank, Debit,100,55938
MAC Bank,KFC Bank, Debit,110,55939
XYZ Bank,MAC Bank, Credit,50,55940
MAC Bank,ABC Bank, Debit,1520,55941
XYZ Bank,ABC Bank, Credit,100,55942
ABC Bank,XYZ Bank, Credit,110,55943
KFC Bank,MAC Bank, Debit,100,55944
MAC Bank,KFC Bank, Debit,110,55945
XYZ Bank,MAC Bank, Credit,50,55946
MAC Bank,ABC Bank, Debit,1520,55947
XYZ Bank,ABC Bank, Credit,100,55948
ABC Bank,XYZ Bank, Credit,110,55949
KFC Bank,MAC Bank, Debit,100,55950
MAC Bank,KFC Bank, Debit,110,55951
XYZ Bank,MAC Bank, Credit,50,55952
MAC Bank,ABC Bank, Debit,1520,55953
XYZ Bank,ABC Bank, Credit,100,55954
ABC Bank,XYZ Bank, Credit,110,55955
KFC Bank,MAC Bank, Debit,100,55956
MAC Bank,KFC Bank, Debit,110,55957
XYZ Bank,MAC Bank, Credit,50,55958
MAC Bank,ABC Bank, Debit,1520,55959
XYZ Bank,ABC Bank, Credit,100,55960
ABC Bank,XYZ Bank, Credit,110,55961
KFC Bank,MAC Bank, Debit,100,55962
MAC Bank,KFC Bank, Debit,110,55963
XYZ Bank,MAC Bank, Credit,50,55964
MAC Bank,ABC Bank, Debit,1520,55965
XYZ Bank,ABC Bank, Credit,100,55966
ABC Bank,XYZ Bank, Credit,110,55967
KFC Bank,MAC Bank, Debit,100,55968
MAC Bank,KFC Bank, Debit,110,55969
XYZ Bank,MAC Bank, Credit,50,55970
MAC Bank,ABC Bank, Debit,1520,55971
XYZ Bank,ABC Bank, Credit,100,55972
ABC Bank,XYZ Bank, Credit,110,55973
KFC Bank,MAC Bank, Debit,100,55974
MAC Bank,KFC Bank, Debit,110,55975
XYZ Bank,MAC Bank, Credit,50,55976
MAC Bank,ABC Bank, Debit,1520,55977
XYZ Bank,ABC Bank, Credit,100,55978
ABC Bank,XYZ Bank, Credit,110,55979
KFC Bank,MAC Bank, Debit,100,55980
MAC Bank,KFC Bank, Debit,110,55981
XYZ Bank,MAC Bank, Credit,50,55982
MAC Bank,ABC Bank, Debit,1520,55983
XYZ Bank,ABC Bank, Credit,100,55984
ABC Bank,XYZ Bank, Credit,110,55985
KFC Bank,MAC Bank, Debit,100,55986
MAC Bank,KFC Bank, Debit,110,55987
XYZ Bank,MAC Bank, Credit,50,55988
MAC Bank,ABC Bank, Debit,1520,55989
XYZ Bank,ABC Bank, Credit,100,55990
ABC Bank,XYZ Bank, Credit,110,55991
KFC Bank,MAC Bank, Debit,100,55992
MAC Bank,KFC Bank, Debit,110,55993
XYZ Bank,MAC Bank, Credit,50,55994
MAC Bank,ABC Bank, Debit,1520,55995
XYZ Bank,ABC Bank, Credit,100,55996
ABC Bank,XYZ Bank, Credit,110,55997
KFC Bank,MAC Bank, Debit,100,55998
MAC Bank,KFC Bank, Debit,110,55999
XYZ Bank,MAC Bank, Credit,50,56000
MAC Bank,ABC Bank, Debit,1520,56001
XYZ Bank,ABC Bank, Credit,100,56002
ABC Bank,XYZ Bank, Credit,110,56003
KFC Bank,MAC Bank, Debit,100,56004
MAC Bank,KFC Bank, Debit,110,56005
XYZ Bank,MAC Bank, Credit,50,56006
MAC Bank,ABC Bank, Debit,1520,56007
XYZ Bank,ABC Bank, Credit,100,56008
ABC Bank,XYZ Bank, Credit,110,56009
KFC Bank,MAC Bank, Debit,100,56010
MAC Bank,KFC Bank, Debit,110,56011
XYZ Bank,MAC Bank, Credit,50,56012
MAC Bank,ABC Bank, Debit,1520,56013
XYZ Bank,ABC Bank, Credit,100,56014
ABC Bank,XYZ Bank, Credit,110,56015
KFC Bank,MAC Bank, Debit,100,56016
MAC Bank,KFC Bank, Debit,110,56017
XYZ Bank,MAC Bank, Credit,50,56018
MAC Bank,ABC Bank, Debit,1520,56019
XYZ Bank,ABC Bank, Credit,100,56020
ABC Bank,XYZ Bank, Credit,110,56021
KFC Bank,MAC Bank, Debit,100,56022
MAC Bank,KFC Bank, Debit,110,56023
XYZ Bank,MAC Bank, Credit,50,56024
MAC Bank,ABC Bank, Debit,1520,56025
XYZ Bank,ABC Bank, Credit,100,56026
ABC Bank,XYZ Bank, Credit,110,56027
KFC Bank,MAC Bank, Debit,100,56028
MAC Bank,KFC Bank, Debit,110,56029
XYZ Bank,MAC Bank, Credit,50,56030
MAC Bank,ABC Bank, Debit,1520,56031
MAC Bank,KFC Bank, Debit,110,56032
XYZ Bank,MAC Bank, Credit,50,56033
MAC Bank,ABC Bank, Debit,1520,56034
XYZ Bank,ABC Bank, Credit,100,56035
ABC Bank,XYZ Bank, Credit,110,56036
KFC Bank,MAC Bank, Debit,100,56037
MAC Bank,KFC Bank, Debit,110,56038
XYZ Bank,MAC Bank, Credit,50,56039
MAC Bank,ABC Bank, Debit,1520,56040
XYZ Bank,ABC Bank, Credit,100,56041
ABC Bank,XYZ Bank, Credit,110,56042
KFC Bank,MAC Bank, Debit,100,56043
MAC Bank,KFC Bank, Debit,110,56044
XYZ Bank,MAC Bank, Credit,50,56045
MAC Bank,ABC Bank, Debit,1520,56046
XYZ Bank,ABC Bank, Credit,100,56047
ABC Bank,XYZ Bank, Credit,110,56048
KFC Bank,MAC Bank, Debit,100,56049
MAC Bank,KFC Bank, Debit,110,56050
XYZ Bank,MAC Bank, Credit,50,56051
MAC Bank,ABC Bank, Debit,1520,56052
XYZ Bank,ABC Bank, Credit,100,56053
ABC Bank,XYZ Bank, Credit,110,56054
KFC Bank,MAC Bank, Debit,100,56055
MAC Bank,KFC Bank, Debit,110,56056
XYZ Bank,MAC Bank, Credit,50,56057
MAC Bank,ABC Bank, Debit,1520,56058
XYZ Bank,ABC Bank, Credit,100,56059
ABC Bank,XYZ Bank, Credit,110,56060
KFC Bank,MAC Bank, Debit,100,56061
MAC Bank,KFC Bank, Debit,110,56062
XYZ Bank,MAC Bank, Credit,50,56063
MAC Bank,ABC Bank, Debit,1520,56064
XYZ Bank,ABC Bank, Credit,100,56065
ABC Bank,XYZ Bank, Credit,110,56066
KFC Bank,MAC Bank, Debit,100,56067
MAC Bank,KFC Bank, Debit,110,56068
XYZ Bank,MAC Bank, Credit,50,56069
MAC Bank,ABC Bank, Debit,1520,56070
XYZ Bank,ABC Bank, Credit,100,56071
ABC Bank,XYZ Bank, Credit,110,56072
KFC Bank,MAC Bank, Debit,100,56073
MAC Bank,KFC Bank, Debit,110,56074
XYZ Bank,MAC Bank, Credit,50,56075
MAC Bank,ABC Bank, Debit,1520,56076
XYZ Bank,ABC Bank, Credit,100,56077
ABC Bank,XYZ Bank, Credit,110,56078
KFC Bank,MAC Bank, Debit,100,56079
MAC Bank,KFC Bank, Debit,110,56080
XYZ Bank,MAC Bank, Credit,50,56081
MAC Bank,ABC Bank, Debit,1520,56082
XYZ Bank,ABC Bank, Credit,100,56083
ABC Bank,XYZ Bank, Credit,110,56084
KFC Bank,MAC Bank, Debit,100,56085
MAC Bank,KFC Bank, Debit,110,56086
XYZ Bank,MAC Bank, Credit,50,56087
MAC Bank,ABC Bank, Debit,1520,56088
XYZ Bank,ABC Bank, Credit,100,56089
ABC Bank,XYZ Bank, Credit,110,56090
KFC Bank,MAC Bank, Debit,100,56091
MAC Bank,KFC Bank, Debit,110,56092
XYZ Bank,MAC Bank, Credit,50,56093
MAC Bank,ABC Bank, Debit,1520,56094
XYZ Bank,ABC Bank, Credit,100,56095
ABC Bank,XYZ Bank, Credit,110,56096
KFC Bank,MAC Bank, Debit,100,56097
MAC Bank,KFC Bank, Debit,110,56098
XYZ Bank,MAC Bank, Credit,50,56099
MAC Bank,ABC Bank, Debit,1520,56100
XYZ Bank,ABC Bank, Credit,100,56101
ABC Bank,XYZ Bank, Credit,110,56102
KFC Bank,MAC Bank, Debit,100,56103
MAC Bank,KFC Bank, Debit,110,56104
XYZ Bank,MAC Bank, Credit,50,56105
MAC Bank,ABC Bank, Debit,1520,56106
XYZ Bank,ABC Bank, Credit,100,56107
ABC Bank,XYZ Bank, Credit,110,56108
KFC Bank,MAC Bank, Debit,100,56109
MAC Bank,KFC Bank, Debit,110,56110
XYZ Bank,MAC Bank, Credit,50,56111
MAC Bank,ABC Bank, Debit,1520,56112
XYZ Bank,ABC Bank, Credit,100,56113
ABC Bank,XYZ Bank, Credit,110,56114
KFC Bank,MAC Bank, Debit,100,56115
MAC Bank,KFC Bank, Debit,110,56116
XYZ Bank,MAC Bank, Credit,50,56117
MAC Bank,ABC Bank, Debit,1520,56118
XYZ Bank,ABC Bank, Credit,100,56119
ABC Bank,XYZ Bank, Credit,110,56120
KFC Bank,MAC Bank, Debit,100,56121
MAC Bank,KFC Bank, Debit,110,56122
XYZ Bank,MAC Bank, Credit,50,56123
MAC Bank,ABC Bank, Debit,1520,56124
XYZ Bank,ABC Bank, Credit,100,56125
ABC Bank,XYZ Bank, Credit,110,56126
KFC Bank,MAC Bank, Debit,100,56127
MAC Bank,KFC Bank, Debit,110,56128
XYZ Bank,MAC Bank, Credit,50,56129
MAC Bank,ABC Bank, Debit,1520,56130
MAC Bank,KFC Bank, Debit,110,56131
XYZ Bank,MAC Bank, Credit,50,56132
MAC Bank,ABC Bank, Debit,1520,56133
XYZ Bank,ABC Bank, Credit,100,56134
ABC Bank,XYZ Bank, Credit,110,56135
KFC Bank,MAC Bank, Debit,100,56136
MAC Bank,KFC Bank, Debit,110,56137
XYZ Bank,MAC Bank, Credit,50,56138
MAC Bank,ABC Bank, Debit,1520,56139
XYZ Bank,ABC Bank, Credit,100,56140
ABC Bank,XYZ Bank, Credit,110,56141
KFC Bank,MAC Bank, Debit,100,56142
MAC Bank,KFC Bank, Debit,110,56143
XYZ Bank,MAC Bank, Credit,50,56144
MAC Bank,ABC Bank, Debit,1520,56145
XYZ Bank,ABC Bank, Credit,100,56146
ABC Bank,XYZ Bank, Credit,110,56147
KFC Bank,MAC Bank, Debit,100,56148
MAC Bank,KFC Bank, Debit,110,56149
XYZ Bank,MAC Bank, Credit,50,56150
MAC Bank,ABC Bank, Debit,1520,56151
XYZ Bank,ABC Bank, Credit,100,56152
ABC Bank,XYZ Bank, Credit,110,56153
KFC Bank,MAC Bank, Debit,100,56154
MAC Bank,KFC Bank, Debit,110,56155
XYZ Bank,MAC Bank, Credit,50,56156
MAC Bank,ABC Bank, Debit,1520,56157
XYZ Bank,ABC Bank, Credit,100,56158
ABC Bank,XYZ Bank, Credit,110,56159
KFC Bank,MAC Bank, Debit,100,56160
MAC Bank,KFC Bank, Debit,110,56161
XYZ Bank,MAC Bank, Credit,50,56162
MAC Bank,ABC Bank, Debit,1520,56163
XYZ Bank,ABC Bank, Credit,100,56164
ABC Bank,XYZ Bank, Credit,110,56165
KFC Bank,MAC Bank, Debit,100,56166
MAC Bank,KFC Bank, Debit,110,56167
XYZ Bank,MAC Bank, Credit,50,56168
MAC Bank,ABC Bank, Debit,1520,56169
XYZ Bank,ABC Bank, Credit,100,56170
ABC Bank,XYZ Bank, Credit,110,56171
KFC Bank,MAC Bank, Debit,100,56172
MAC Bank,KFC Bank, Debit,110,56173
XYZ Bank,MAC Bank, Credit,50,56174
MAC Bank,ABC Bank, Debit,1520,56175
XYZ Bank,ABC Bank, Credit,100,56176
ABC Bank,XYZ Bank, Credit,110,56177
KFC Bank,MAC Bank, Debit,100,56178
MAC Bank,KFC Bank, Debit,110,56179
XYZ Bank,MAC Bank, Credit,50,56180
MAC Bank,ABC Bank, Debit,1520,56181
XYZ Bank,ABC Bank, Credit,100,56182
ABC Bank,XYZ Bank, Credit,110,56183
KFC Bank,MAC Bank, Debit,100,56184
MAC Bank,KFC Bank, Debit,110,56185
XYZ Bank,MAC Bank, Credit,50,56186
MAC Bank,ABC Bank, Debit,1520,56187
XYZ Bank,ABC Bank, Credit,100,56188
ABC Bank,XYZ Bank, Credit,110,56189
KFC Bank,MAC Bank, Debit,100,56190
MAC Bank,KFC Bank, Debit,110,56191
XYZ Bank,MAC Bank, Credit,50,56192
MAC Bank,ABC Bank, Debit,1520,56193
XYZ Bank,ABC Bank, Credit,100,56194
ABC Bank,XYZ Bank, Credit,110,56195
KFC Bank,MAC Bank, Debit,100,56196
MAC Bank,KFC Bank, Debit,110,56197
XYZ Bank,MAC Bank, Credit,50,56198
MAC Bank,ABC Bank, Debit,1520,56199
XYZ Bank,ABC Bank, Credit,100,56200
ABC Bank,XYZ Bank, Credit,110,56201
KFC Bank,MAC Bank, Debit,100,56202
MAC Bank,KFC Bank, Debit,110,56203
XYZ Bank,MAC Bank, Credit,50,56204
MAC Bank,ABC Bank, Debit,1520,56205
XYZ Bank,ABC Bank, Credit,100,56206
ABC Bank,XYZ Bank, Credit,110,56207
KFC Bank,MAC Bank, Debit,100,56208
MAC Bank,KFC Bank, Debit,110,56209
XYZ Bank,MAC Bank, Credit,50,56210
MAC Bank,ABC Bank, Debit,1520,56211
XYZ Bank,ABC Bank, Credit,100,56212
ABC Bank,XYZ Bank, Credit,110,56213
KFC Bank,MAC Bank, Debit,100,56214
MAC Bank,KFC Bank, Debit,110,56215
XYZ Bank,MAC Bank, Credit,50,56216
MAC Bank,ABC Bank, Debit,1520,56217
XYZ Bank,ABC Bank, Credit,100,56218
ABC Bank,XYZ Bank, Credit,110,56219
KFC Bank,MAC Bank, Debit,100,56220
MAC Bank,KFC Bank, Debit,110,56221
XYZ Bank,MAC Bank, Credit,50,56222
MAC Bank,ABC Bank, Debit,1520,56223
XYZ Bank,ABC Bank, Credit,100,56224
ABC Bank,XYZ Bank, Credit,110,56225
KFC Bank,MAC Bank, Debit,100,56226
MAC Bank,KFC Bank, Debit,110,56227
XYZ Bank,MAC Bank, Credit,50,56228
MAC Bank,ABC Bank, Debit,1520,56229
MAC Bank,KFC Bank, Debit,110,56230
XYZ Bank,MAC Bank, Credit,50,56231
MAC Bank,ABC Bank, Debit,1520,56232
XYZ Bank,ABC Bank, Credit,100,56233
ABC Bank,XYZ Bank, Credit,110,56234
KFC Bank,MAC Bank, Debit,100,56235
MAC Bank,KFC Bank, Debit,110,56236
XYZ Bank,MAC Bank, Credit,50,56237
MAC Bank,ABC Bank, Debit,1520,56238
XYZ Bank,ABC Bank, Credit,100,56239
ABC Bank,XYZ Bank, Credit,110,56240
KFC Bank,MAC Bank, Debit,100,56241
MAC Bank,KFC Bank, Debit,110,56242
XYZ Bank,MAC Bank, Credit,50,56243
MAC Bank,ABC Bank, Debit,1520,56244
XYZ Bank,ABC Bank, Credit,100,56245
ABC Bank,XYZ Bank, Credit,110,56246
KFC Bank,MAC Bank, Debit,100,56247
MAC Bank,KFC Bank, Debit,110,56248
XYZ Bank,MAC Bank, Credit,50,56249
MAC Bank,ABC Bank, Debit,1520,56250
XYZ Bank,ABC Bank, Credit,100,56251
ABC Bank,XYZ Bank, Credit,110,56252
KFC Bank,MAC Bank, Debit,100,56253
MAC Bank,KFC Bank, Debit,110,56254
XYZ Bank,MAC Bank, Credit,50,56255
MAC Bank,ABC Bank, Debit,1520,56256
XYZ Bank,ABC Bank, Credit,100,56257
ABC Bank,XYZ Bank, Credit,110,56258
KFC Bank,MAC Bank, Debit,100,56259
MAC Bank,KFC Bank, Debit,110,56260
XYZ Bank,MAC Bank, Credit,50,56261
MAC Bank,ABC Bank, Debit,1520,56262
XYZ Bank,ABC Bank, Credit,100,56263
ABC Bank,XYZ Bank, Credit,110,56264
KFC Bank,MAC Bank, Debit,100,56265
MAC Bank,KFC Bank, Debit,110,56266
XYZ Bank,MAC Bank, Credit,50,56267
MAC Bank,ABC Bank, Debit,1520,56268
XYZ Bank,ABC Bank, Credit,100,56269
ABC Bank,XYZ Bank, Credit,110,56270
KFC Bank,MAC Bank, Debit,100,56271
MAC Bank,KFC Bank, Debit,110,56272
XYZ Bank,MAC Bank, Credit,50,56273
MAC Bank,ABC Bank, Debit,1520,56274
XYZ Bank,ABC Bank, Credit,100,56275
ABC Bank,XYZ Bank, Credit,110,56276
KFC Bank,MAC Bank, Debit,100,56277
MAC Bank,KFC Bank, Debit,110,56278
XYZ Bank,MAC Bank, Credit,50,56279
MAC Bank,ABC Bank, Debit,1520,56280
XYZ Bank,ABC Bank, Credit,100,56281
ABC Bank,XYZ Bank, Credit,110,56282
KFC Bank,MAC Bank, Debit,100,56283
MAC Bank,KFC Bank, Debit,110,56284
XYZ Bank,MAC Bank, Credit,50,56285
MAC Bank,ABC Bank, Debit,1520,56286
XYZ Bank,ABC Bank, Credit,100,56287
ABC Bank,XYZ Bank, Credit,110,56288
KFC Bank,MAC Bank, Debit,100,56289
MAC Bank,KFC Bank, Debit,110,56290
